 346832 ,MAM00067083
 346712 ,USM00072532
 346712 ,ROM00015120
 345752 ,USM00074455
 344328 ,INM00042348
 344248 ,JAM00047590
 343920 ,RSM00027038
 343136 ,CEM00043466
 343048 ,AYM00089022
 342744 ,RSM00022543
 342264 ,NOM00001241
 340936 ,CAM00071801
 339368 ,AYM00089664
 338488 ,TUM00017030
 338472 ,MXM00076225
 336088 ,KZM00035700
 335496 ,DAM00006181
 334952 ,CHM00057083
 334880 ,RSM00026298
 332968 ,RSM00030230
 332600 ,JAM00047744
 328592 ,ARM00087344
 328480 ,SGM00061687
 327576 ,INM00042492
 327488 ,USM00072637
 327424 ,USM00072632
 325264 ,USM00072230
 324984 ,RSM00032150
 324472 ,RSM00027199
 324072 ,SAM00040430
 323856 ,BEM00006447
 323456 ,INM00043285
 323064 ,KUM00040582
 323032 ,AYM00089532
 322248 ,BOM00033008
 320912 ,RSM00023415
 318096 ,INM00043192
 318024 ,GRM00016754
 315816 ,CHM00059758
 315752 ,ASM00094791
 315240 ,SFM00068588
 315072 ,FRM00007645
 314128 ,JAM00047420
 313584 ,CHM00057494
 312256 ,TUM00017240
 311152 ,FRM00007761
 311000 ,RSM00022217
 310976 ,RSM00032540
 310680 ,USM00072501
 310416 ,SFM00068994
 309784 ,USM00072305
 308896 ,RSM00025123
 306696 ,MYM00096481
 305856 ,RSM00034731
 305832 ,TWM00058968
 304256 ,VMM00048900
 302824 ,RSM00026477
 302584 ,CWM00091843
 301912 ,AGM00060630
 301416 ,USM00072426
 300440 ,CHM00054342
 299848 ,IDM00096253
 299272 ,TSM00060715
 298816 ,RSM00030758
 298416 ,NOM00001152
 297272 ,RSM00032389
 296872 ,UKM00003502
 296176 ,TXM00038507
 296112 ,SAM00040437
 295896 ,RSM00031736
 295776 ,RSM00025913
 295512 ,ASM00094300
 295464 ,LGM00026422
 295376 ,RSM00024959
 294560 ,USM00072376
 294392 ,USM00072387
 293072 ,RSM00028445
 292504 ,RSM00022113
 291912 ,RSM00023802
 291808 ,SFM00068842
 291240 ,RSM00034858
 291072 ,RSM00028698
 290960 ,BOM00033041
 289728 ,RSM00032061
 289576 ,MXM00076256
 289432 ,ARM00087860
 289392 ,BRM00083971
 287680 ,CHM00053845
 287352 ,USM00072381
 287344 ,MAM00067197
 286264 ,JAM00047971
 285112 ,NZM00093997
 284888 ,IDM00097560
 284640 ,SAM00040373
 284416 ,UKM00003322
 284216 ,RSM00035121
 284024 ,VMM00048820
 283880 ,MXM00076394
 283752 ,USM00072353
 282832 ,RSM00037055
 281224 ,SPM00008302
 280768 ,RSM00031510
 280720 ,RSM00024507
 280584 ,RSM00031873
 280104 ,AEM00041217
 279776 ,RSM00024125
 279560 ,ASM00094750
 279288 ,RSM00022522
 279112 ,RSM00024266
 278888 ,SWM00002185
 278752 ,USM00070414
 277240 ,RSM00028722
 276768 ,ASM00094693
 276480 ,RSM00030054
 276424 ,RSM00025954
 276368 ,PKM00041780
 276144 ,RSM00020292
 274488 ,JAM00047936
 274064 ,RSM00021824
 273496 ,UKM00003354
 273120 ,RSM00034467
 272952 ,RSM00034172
 271152 ,JAM00047580
 270704 ,RSM00030935
 269936 ,RSM00027595
 269904 ,USM00074560
 269824 ,BRM00083746
 268536 ,BGM00041923
 268360 ,RSM00034009
 268120 ,BNM00065344
 268064 ,CAM00071823
 267928 ,CMM00064910
 267504 ,RSM00029634
 266600 ,RSM00031004
 266440 ,USM00072659
 265592 ,RSM00027730
 265512 ,UKM00003774
 264680 ,CAM00071603
 264464 ,RSM00034882
 264384 ,CHM00057461
 264160 ,SHM00061901
 263792 ,RSM00031369
 263728 ,USM00072215
 263656 ,KZM00036003
 262688 ,RSM00024641
 261176 ,POM00008522
 258776 ,CIM00085442
 258560 ,USM00072213
 257680 ,BRM00083378
 257296 ,USM00072634
 257184 ,KZM00035671
 256664 ,RIM00013275
 256208 ,RSM00022271
 256160 ,MGM00044292
 255488 ,BGM00041883
 254448 ,MRM00061442
 252952 ,RSM00030965
 252288 ,RSM00029231
 252128 ,CHM00058238
 249792 ,RSM00030309
 249536 ,RSM00024726
 248392 ,RSM00030554
 248144 ,RSM00024343
 248024 ,RSM00026702
 247808 ,CAM00071203
 247664 ,FPM00091938
 247552 ,ARM00087715
 246928 ,NCM00091592
 246872 ,CYM00017607
 246040 ,USM00072672
 245632 ,SAM00040394
 245328 ,RSM00024944
 245056 ,WAM00068110
 243096 ,ARM00087623
 242872 ,THM00048354
 242736 ,CHM00051709
 242688 ,COM00080001
 242264 ,VMM00048855
 241832 ,ASM00094926
 241624 ,SFM00068424
 241584 ,CIM00085799
 241128 ,RSM00023955
 240680 ,IDM00096011
 240640 ,CHM00059431
 238360 ,MRM00061415
 238048 ,UKM00003170
 237104 ,RSM00037011
 236536 ,KRM00091610
 235440 ,CAM00071072
 234704 ,CHM00057679
 234672 ,BRM00082332
 234592 ,CHM00052681
 234584 ,GMM00010338
 232648 ,UPM00033345
 232480 ,KSM00047185
 232336 ,CHM00058362
 232192 ,CAM00071845
 232048 ,RSM00023921
 232040 ,PPM00092044
 231632 ,RSM00024688
 231144 ,CHM00057816
 230960 ,CHM00050527
 230840 ,RSM00029698
 229824 ,RSM00029263
 229120 ,RSM00023330
 228808 ,BGM00041977
 227704 ,CHM00053772
 227432 ,TSM00060760
 226088 ,BRM00083612
 225936 ,IDM00096805
 225504 ,TUM00017351
 224784 ,NZM00093112
 223592 ,JAM00047681
 223392 ,BRM00082599
 223072 ,RSM00020674
 222528 ,COM00080222
 222288 ,CHM00059265
 222208 ,MQM00091066
 221280 ,RSM00036096
 220208 ,UPM00034300
 219680 ,CFM00064400
 219504 ,CHM00056778
 219488 ,RSM00034122
 219112 ,ITM00016144
 218952 ,SFM00068442
 218800 ,ETM00063450
 217376 ,TWM00046734
 217264 ,RSM00023933
 216824 ,RSM00031300
 216424 ,UPM00033393
 215760 ,RSM00031168
 215192 ,GRM00016622
 214944 ,RSM00021432
 214288 ,CHM00055299
 214200 ,CHM00057127
 214176 ,RSM00022845
 213032 ,RSM00020046
 212960 ,RPM00098223
 212632 ,USM00072349
 212528 ,MLM00061223
 211464 ,RPM00098327
 211400 ,RSM00032618
 211304 ,GPM00078897
 211072 ,MOM00060155
 210768 ,SWM00002591
 210416 ,CHM00053463
 209928 ,RSM00029282
 209728 ,CTM00064650
 209568 ,CHM00052533
 209352 ,IDM00096685
 209048 ,CHM00053068
 208552 ,RSM00030673
 208528 ,CHM00054218
 208168 ,ASM00094646
 207496 ,KZM00038341
 207096 ,ROM00015480
 206944 ,CAM00071908
 206832 ,BHM00078583
 205608 ,IDM00096581
 205272 ,TVM00091643
 204680 ,RSM00034247
 204632 ,RSM00028661
 204392 ,TUM00017095
 204368 ,CHM00051463
 203944 ,FGM00081405
 203648 ,BPM00091517
 202440 ,IRM00040754
 201776 ,SPM00008023
 201656 ,IDM00096147
 201456 ,RSM00025400
 201128 ,RSM00028275
 201024 ,INM00043353
 200816 ,RSM00025563
 200720 ,UPM00033658
 198872 ,RSM00031538
 198824 ,JOM00040265
 198608 ,UPM00033837
 198152 ,RSM00029862
 198064 ,CIM00085543
 196752 ,USM00072260
 195872 ,SWM00002465
 195832 ,NOM00001384
 195248 ,USM00072247
 193328 ,RSM00026258
 193264 ,MXM00076654
 192840 ,RSM00020744
 192336 ,BOM00026850
 191760 ,IDM00097980
 191432 ,GMM00010486
 189472 ,ASM00094380
 189288 ,UZM00038457
 188232 ,CHM00058847
 188088 ,AFM00040948
 187584 ,KZM00036177
 187544 ,RSM00030372
 186536 ,RSM00029839
 184936 ,PEM00084628
 184736 ,RSM00030635
 184304 ,NZM00093986
 183904 ,USM00072203
 183040 ,RSM00032098
 182104 ,ASM00094212
 181904 ,BRM00082193
 181248 ,ASM00094907
 180816 ,MXM00076595
 180808 ,ARM00087418
 180376 ,GMM00010304
 179752 ,PKM00041640
 179288 ,RSM00025428
 178616 ,BRM00083840
 177432 ,CAM00071896
 177120 ,USM00070326
 174280 ,SPM00008430
 173752 ,BRM00082900
 173304 ,USM00074646
 173160 ,USM00072229
 173056 ,INM00042675
 172888 ,SAM00040417
 172456 ,FRM00007481
 171696 ,SPM00060020
 171560 ,UKM00003918
 170664 ,SPM00008160
 169136 ,BFM00078073
 169112 ,GMM00010384
 169088 ,SHM00061902
 167320 ,RSM00028900
 166688 ,RSM00032165
 165720 ,KZM00035796
 164192 ,RSM00023078
 163616 ,RSM00029574
 163144 ,RSM00023022
 162432 ,SAM00041112
 161856 ,RSM00032217
 161216 ,RSM00031770
 161056 ,RSM00031909
 160928 ,RSM00020891
 160624 ,UPM00033631
 159128 ,MGM00044373
 158512 ,KZM00035746
 157416 ,FPM00091925
 156000 ,TXM00038880
 155272 ,UPM00033946
 153848 ,RSM00025173
 153656 ,ASM00094170
 151936 ,TXM00038392
 151840 ,USM00070454
 151840 ,MPM00061995
 151632 ,BRM00083208
 151536 ,MGM00044231
 150128 ,BEM00006476
 149992 ,FPM00091958
 149680 ,ASM00094346
 148368 ,RPM00098646
 148232 ,INM00042111
 147776 ,RSM00022802
 147680 ,RSM00027962
 147672 ,FRM00007180
 147600 ,THM00048453
 147344 ,UPM00033317
 147272 ,TWM00046699
 147248 ,RSM00027944
 146968 ,UPM00033791
 146360 ,MXM00076405
 146224 ,GGM00037260
 145992 ,KZM00035108
 145480 ,ZIM00067774
 143568 ,RSM00031707
 142808 ,RSM00037259
 142784 ,MDM00033815
 141400 ,RSM00030710
 141328 ,JQM00091275
 140808 ,USM00072391
 140200 ,INM00042623
 140136 ,TXM00038687
 140008 ,FPM00091948
 139576 ,MGM00044212
 139240 ,USM00070086
 139200 ,REM00061980
 138528 ,RSM00025551
 138312 ,AJM00037985
 137952 ,ARM00087047
 137496 ,RSM00031561
 137360 ,TIM00038836
 136640 ,IRM00040745
 136512 ,USM00074486
 135528 ,BRM00083780
 135360 ,KSM00047169
 135208 ,BGM00041891
 134552 ,KGM00038353
 134032 ,RSM00021982
 133752 ,GMM00010954
 133632 ,MXM00076612
 133008 ,RSM00020353
 132736 ,RSM00032186
 131656 ,AYM00089592
 131640 ,ASM00094647
 131232 ,NZM00093780
 131064 ,RSM00021965
 130680 ,RSM00030521
 130248 ,CVM00008594
 129232 ,RSM00023552
 128584 ,INM00042701
 127472 ,CIM00085469
 127280 ,IDM00097430
 127152 ,RSM00021946
 127112 ,SFM00068174
 125968 ,IDM00096645
 125792 ,CHM00059663
 125752 ,RSM00021647
 125688 ,BRM00082400
 125264 ,IVM00065548
 125248 ,INM00042886
 124672 ,TXM00038750
 124632 ,NOM00001400
 123352 ,BRM00082965
 122456 ,CDM00064750
 122272 ,RSM00024817
 122104 ,BRM00083779
 121680 ,USM00072226
 121304 ,CHM00059948
 121200 ,BRM00083899
 120752 ,BRM00083362
 120176 ,CUM00078367
 120056 ,RSM00030692
 119560 ,JAM00047981
 119360 ,IRM00040766
 119288 ,UKM00003240
 119104 ,INM00042634
 119064 ,USM00072407
 118312 ,SPM00060018
 118240 ,IZM00040650
 118224 ,BRM00082824
 117816 ,USM00072385
 117664 ,BMM00048097
 117480 ,RSM00020069
 117256 ,CAM00071051
 116880 ,BRM00083827
 116256 ,KGM00038613
 114928 ,CHM00058027
 114864 ,CHM00057516
 114648 ,MUM00041256
 113656 ,BNM00065330
 113216 ,EGM00062337
 113160 ,ITM00016242
 111848 ,THM00048551
 111456 ,BRM00083566
 111368 ,KSM00047090
 110600 ,CHM00059211
 110472 ,CHM00052203
 110288 ,BRM00083650
 110288 ,AYM00089002
 109880 ,TEM00061976
 109608 ,BRM00082281
 109016 ,RSM00025822
 108960 ,USW00012906
 108688 ,CHM00051777
 108600 ,CHM00059316
 108496 ,KEM00063661
 108072 ,MZM00067341
 107824 ,USM00072232
 107672 ,BRM00082983
 107408 ,CIM00085934
 107024 ,BRM00082397
 106520 ,ACM00078861
 106432 ,RPM00098444
 106128 ,TWM00046750
 105824 ,ITM00016113
 105544 ,GGM00037549
 105192 ,NZM00093308
 105136 ,RSM00025399
 104880 ,CAM00071074
 104880 ,AGM00060490
 104784 ,RSM00020274
 104760 ,EZM00011747
 104600 ,CHM00057036
 104528 ,HOM00078501
 103824 ,CHM00057957
 103704 ,CHM00051431
 103576 ,CSM00078762
 103168 ,USM00074004
 103072 ,CHM00051644
 102928 ,PLM00012330
 102648 ,CHM00052418
 102120 ,HRM00014430
 100712 ,IDM00096509
  99952 ,RSM00021504
  99760 ,LYM00062010
  99760 ,CHM00051828
  99680 ,CIM00085586
  99632 ,MXM00076805
  99624 ,CMM00064870
  99560 ,INM00042397
  99464 ,SVM00020107
  99360 ,CHM00054857
  98736 ,TWM00046810
  98536 ,RPM00098618
  98416 ,TWM00046747
  97760 ,RSM00031329
  97376 ,IDM00097230
  97336 ,CHM00056964
  96480 ,CHM00054161
  96272 ,USM00072255
  96192 ,CHM00051076
  95896 ,SVM00001004
  95680 ,IOM00061967
  95504 ,PFM00059981
  95416 ,USM00072266
  95336 ,CHM00056294
  95080 ,MTM00016597
  94672 ,SFM00068512
  94400 ,LGM00026406
  94208 ,USM00072433
  93488 ,TIM00038954
  93232 ,THM00048480
  93176 ,MGM00044277
  92696 ,CHM00058606
  92672 ,GBM00064500
  92600 ,BRM00082022
  92520 ,NZM00093119
  92432 ,CHM00057972
  92072 ,RSM00025594
  91720 ,ASM00094175
  91104 ,CHM00053915
  91096 ,RSM00030715
  90992 ,BRM00082678
  90960 ,BRM00083229
  90944 ,FPM00091954
  90480 ,KRM00091701
  90480 ,BRM00083554
  90016 ,GMM00010437
  89976 ,RPM00098753
  89760 ,CHM00054823
  89672 ,FPM00091944
  89168 ,CFM00064458
  88936 ,BRM00083937
  88840 ,CHM00053614
  88160 ,SAM00040416
  87992 ,CHM00055591
  87880 ,FPM00091943
  87544 ,MVM00043599
  87312 ,IRM00040841
  87040 ,CAM00071115
  86960 ,CHM00059280
  86608 ,CHM00054662
  86520 ,KSM00047187
  86264 ,NZM00093291
  85744 ,BRM00083928
  85272 ,CHM00058633
  84976 ,RSM00025677
  84960 ,MLM00061202
  84408 ,IDM00097270
  84360 ,RSM00023146
  84320 ,IRM00040706
  84272 ,CHM00050953
  84248 ,MGM00044288
  83920 ,KRM00091492
  83832 ,AGM00060656
  83552 ,RSM00021358
  83360 ,AUM00011240
  83200 ,CHM00058203
  83032 ,CHM00057749
  82952 ,SFM00068461
  82840 ,CHM00052866
  82752 ,CHM00052267
  82304 ,NZM00093944
  82176 ,LEM00040100
  82104 ,MYM00048648
  81784 ,CHM00058725
  81760 ,IRM00040848
  81632 ,CHM00058150
  81528 ,CHM00052889
  81408 ,USM00072405
  81368 ,BRM00083768
  81216 ,BRM00083649
  80568 ,CHM00058457
  80568 ,ASM00094335
  80208 ,CAM00071802
  79888 ,ZZM00099019
  79872 ,CHM00059287
  79720 ,WAM00068312
  79680 ,INM00043049
  79368 ,THM00048431
  79256 ,MUM00041316
  79080 ,AYM00089512
  78752 ,USM00091182
  78752 ,CHM00057993
  78552 ,TKM00078118
  78472 ,EGM00062423
  78392 ,FSM00061996
  78296 ,MYM00048620
  78072 ,SAM00041114
  77792 ,KSM00047102
  77496 ,USM00072531
  77272 ,TOM00065387
  77056 ,USM00074612
  77000 ,CHM00059134
  76928 ,RSM00029572
  76640 ,THM00048378
  75936 ,PPM00094014
  75912 ,THM00048500
  75176 ,KNM00047058
  75152 ,AGM00060525
  75136 ,AUM00011010
  75080 ,CHM00057447
  74912 ,RSM00032477
  74840 ,BRM00082917
  74720 ,RSM00027995
  74656 ,CHM00052323
  73768 ,ASM00094968
  73688 ,MXM00076723
  73568 ,NRM00091532
  73504 ,CHM00054102
  73336 ,BRM00083525
  73280 ,BRM00082244
  73256 ,MXM00076526
  73208 ,IRM00040800
  73128 ,BRM00082705
  72936 ,JAM00047931
  72544 ,MGM00044259
  72400 ,SFM00068538
  72048 ,USM00072280
  72000 ,CHM00056739
  71984 ,NHM00091557
  71464 ,FSM00061998
  71344 ,SYM00040007
  71280 ,CHM00058424
  70832 ,IDM00097340
  70128 ,AUM00011120
  70104 ,GVM00061831
  69736 ,SPM00008301
  69520 ,GLM00004340
  69168 ,CHM00052818
  68856 ,QAM00041169
  68808 ,CAM00071701
  68760 ,SWM00002084
  68640 ,USM00072220
  67872 ,BRM00082532
  67296 ,AYM00089642
  67184 ,BRM00082099
  66520 ,BRM00082026
  66512 ,LYM00062053
  66424 ,GLM00004417
  66384 ,RPM00098433
  66368 ,MXM00076151
  66312 ,TZM00063894
  65912 ,BRM00082765
  65576 ,CAM00072848
  65320 ,CHM00056571
  65088 ,BRM00083288
  64792 ,UKM00003693
  64704 ,MYM00048647
  64640 ,CHM00054135
  64576 ,KZM00036859
  64528 ,NZM00093012
  64416 ,CHM00056691
  64344 ,GMM00010046
  64296 ,NZM00093614
  64232 ,IDM00097300
  64216 ,CHM00054727
  64088 ,YMM00041480
  64016 ,CHM00050557
  63984 ,PPM00094027
  63912 ,USM00072355
  63856 ,IDM00097502
  63752 ,CWM00091801
  62784 ,AGM00060360
  62712 ,CHM00054292
  62696 ,IDM00096295
  62616 ,IRM00040875
  62592 ,SPM00008190
  62504 ,IVM00065555
  62384 ,SUM00062721
  62040 ,AYM00089542
  61912 ,IDM00096221
  61840 ,CHM00056029
  61272 ,GMM00010866
  60912 ,IDM00096839
  60800 ,AYM00089055
  60640 ,BRM00082411
  60104 ,CAM00072826
  59824 ,CHM00052983
  59768 ,AGM00060566
  59480 ,CHM00053513
  59016 ,JAM00047418
  58848 ,USM00072389
  58808 ,BFM00078063
  58656 ,ZZM00099008
  58416 ,CHM00053798
  58296 ,RPM00098328
  57952 ,CHM00054374
  57928 ,IDM00097240
  57760 ,BRM00083498
  57392 ,SFM00068406
  57240 ,MYM00096491
  56744 ,CHM00056492
  56384 ,USM00074732
  56288 ,ZZM00099027
  56256 ,ZZM00099021
  55440 ,CHM00052836
  55432 ,CHM00056080
  55376 ,IDM00096109
  54992 ,MAM00067027
  54696 ,AYM00089062
  54224 ,USM00072273
  54200 ,ARM00087748
  54072 ,JAM00047741
  54000 ,MIM00067586
  53960 ,NHM00091558
  53936 ,TWM00046697
  53864 ,AGM00060620
  53856 ,CYM00017600
  53592 ,CHM00059644
  53360 ,GBM00064501
  53144 ,ITM00016546
  53128 ,CHM00056137
  52816 ,GMM00010113
  52704 ,CHM00056146
  52648 ,IDM00096633
  52520 ,CHM00056187
  52464 ,MIM00067693
  52224 ,INM00043201
  52128 ,ASM00094476
  52000 ,THM00048477
  51952 ,CHM00057178
