,lasttime,duration,areatime,tqv_values,maxarea,filename
0,2022-02-28 23:00:00.000003,0 days 00:00:00,45.11942507481657,55.0,45.11942507481657,2022_02_28_23_lat0p318N.geojson
0,2014-01-31 21:59:59.999997,1 days 00:00:00,467.54050818276164,55.0,31.787598561551786,2014_01_31_21_lat21p53S.geojson
0,2014-01-30 21:00:00.000000,1 days 06:59:59.999997,734.079784859878,55.0,43.18050154101366,2014_01_30_21_lat22p07S.geojson
0,2014-01-28 18:59:59.999997,0 days 00:00:00,1.382086495552996,55.0,1.382086495552996,2014_01_28_18_lat11p40S.geojson
0,2014-01-30 21:00:00.000000,2 days 03:59:59.999997,5532.495173903461,55.0,156.7568482695127,2014_01_30_21_lat21p31S.geojson
0,2014-01-30 18:00:00.000000,2 days 00:59:59.999997,2993.808628771525,55.0,156.7568482695127,2014_01_30_18_lat11p11S.geojson
0,2014-01-28 15:00:00.000000,0 days 03:59:59.999997,7.411465969782373,55.0,1.6353143151950043,2014_01_28_15_lat21p04S.geojson
0,2014-01-28 18:00:00.000000,0 days 11:00:00.000003,1696.3394758533755,55.0,151.61156757476118,2014_01_28_18_lat14p68S.geojson
0,2014-01-27 21:59:59.999997,0 days 00:00:00,1.7760664368322097,55.0,1.7760664368322097,2014_01_27_21_lat20p13S.geojson
